phase,dataset,variant,seed,git_sha,timestamp,host,N,Dim,ef_ref,threads,repeat,build_time_s,edges,avg_degree,Recall_pct,CV,M_index,ef_construction
1,mnist,dhnsw,42,10cbb68,2026-09-04T21:47:11,hallasan,60000,784,149,15,1,2.9619486331939697,809154,13.4859,,0.2633617193820138,22,207
1,mnist,dhnsw,42,10cbb68,2026-09-04T21:47:14,hallasan,60000,784,149,15,2,2.9916651248931885,808963,13.482716666666667,,0.2633617193820138,22,207
1,mnist,dhnsw,42,10cbb68,2026-09-04T21:47:17,hallasan,60000,784,149,16,0,2.9489550590515137,809011,13.483516666666667,98.11999999999999,0.2633617193820138,22,207
1,mnist,dhnsw,42,10cbb68,2026-09-04T21:47:20,hallasan,60000,784,149,16,1,2.9063498973846436,808712,13.478533333333333,,0.2633617193820138,22,207
1,mnist,dhnsw,42,10cbb68,2026-09-04T21:47:23,hallasan,60000,784,149,16,2,2.9564948081970215,809220,13.487,,0.2633617193820138,22,207
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:47:35,hallasan,60000,784,149,1,0,12.256494522094727,785138,13.085633333333334,98.01999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:47:47,hallasan,60000,784,149,1,1,12.317763328552246,785138,13.085633333333334,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:00,hallasan,60000,784,149,1,2,12.329233407974243,785138,13.085633333333334,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:06,hallasan,60000,784,149,2,0,6.437093019485474,785153,13.085883333333333,98.01999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:13,hallasan,60000,784,149,2,1,6.436661958694458,785162,13.086033333333333,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:19,hallasan,60000,784,149,2,2,6.428041219711304,785144,13.085733333333334,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:24,hallasan,60000,784,149,3,0,4.4958906173706055,785084,13.084733333333334,98.01999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:28,hallasan,60000,784,149,3,1,4.4821553230285645,785130,13.0855,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:33,hallasan,60000,784,149,3,2,4.489250659942627,785118,13.0853,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:36,hallasan,60000,784,149,4,0,3.5311570167541504,785095,13.084916666666667,98.01999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:40,hallasan,60000,784,149,4,1,3.536531925201416,785062,13.084366666666666,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:43,hallasan,60000,784,149,4,2,3.5287482738494873,784989,13.08315,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:46,hallasan,60000,784,149,5,0,2.974576950073242,784945,13.082416666666667,98.00999999999999,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:49,hallasan,60000,784,149,5,1,2.9675216674804688,784906,13.081766666666667,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:52,hallasan,60000,784,149,5,2,2.970982551574707,784935,13.08225,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:55,hallasan,60000,784,149,6,0,2.5774059295654297,784971,13.08285,98.01999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:48:58,hallasan,60000,784,149,6,1,2.5778048038482666,784778,13.079633333333334,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:00,hallasan,60000,784,149,6,2,2.576124906539917,784883,13.081383333333333,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:02,hallasan,60000,784,149,7,0,2.305494546890259,784783,13.079716666666666,98.01999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:05,hallasan,60000,784,149,7,1,2.4818990230560303,785013,13.08355,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:08,hallasan,60000,784,149,7,2,2.67268443107605,784773,13.07955,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:10,hallasan,60000,784,149,8,0,2.537505865097046,785030,13.083833333333333,98.11999999999999,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:13,hallasan,60000,784,149,8,1,2.5233917236328125,784546,13.075766666666667,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:15,hallasan,60000,784,149,8,2,2.47170090675354,785006,13.083433333333334,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:18,hallasan,60000,784,149,9,0,2.413748264312744,785272,13.087866666666667,98.02999999999999,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:20,hallasan,60000,784,149,9,1,2.4072306156158447,784701,13.07835,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:23,hallasan,60000,784,149,9,2,2.413742780685425,784677,13.07795,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:25,hallasan,60000,784,149,10,0,2.381828784942627,784815,13.08025,98.01999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:27,hallasan,60000,784,149,10,1,2.351609468460083,784980,13.083,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:30,hallasan,60000,784,149,10,2,2.367241621017456,785461,13.091016666666667,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:32,hallasan,60000,784,149,11,0,2.328571319580078,785049,13.08415,98.04999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:34,hallasan,60000,784,149,11,1,2.31266188621521,784742,13.079033333333333,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:37,hallasan,60000,784,149,11,2,2.3310303688049316,784825,13.080416666666666,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:39,hallasan,60000,784,149,12,0,2.278284788131714,784977,13.08295,97.96999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:41,hallasan,60000,784,149,12,1,2.2647855281829834,785179,13.086316666666667,,0.2633617193820138,22,100
