phase,dataset,variant,seed,git_sha,timestamp,host,N,Dim,ef_ref,threads,repeat,build_time_s,edges,avg_degree,Recall_pct,CV,M_index,ef_construction
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:19:59,hallasan,60000,128,101,13,2,0.7010114192962646,857344,14.289066666666667,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:00,hallasan,60000,128,101,14,0,0.6966605186462402,857488,14.291466666666667,96.81,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:00,hallasan,60000,128,101,14,1,0.684253454208374,857608,14.293466666666667,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:01,hallasan,60000,128,101,14,2,0.7046661376953125,857741,14.295683333333333,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:02,hallasan,60000,128,101,15,0,0.704866886138916,857049,14.28415,96.56,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:02,hallasan,60000,128,101,15,1,0.6818020343780518,857621,14.293683333333334,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:03,hallasan,60000,128,101,15,2,0.6987872123718262,857677,14.294616666666666,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:04,hallasan,60000,128,101,16,0,0.6941077709197998,857709,14.29515,96.67,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:04,hallasan,60000,128,101,16,1,0.6819503307342529,857307,14.28845,,0.2103582810070143,21,100
2,sift1m,dhnsw_ef100,42,9fe3928,2026-09-05T20:20:05,hallasan,60000,128,101,16,2,0.6895713806152344,857701,14.295016666666667,,0.2103582810070143,21,100
